name,salary,position,team,opposing_team,median_value,upper_value,lower_value,median,upper,lower,sdPts,dropoff,sdRank,risk,offset
Tony Brown,4100.0,WR,COLO,UW,1.390243855918326,1.0487805343255765,1.0487805343255765,5.699999809265137,4.300000190734863,4.300000190734863,,0,,,
Taiwan Deal,4500.0,RB,WISC,IL,1.3777777353922527,1.3333333333333333,1.3333333333333333,6.199999809265137,6.0,6.0,,0.37,,,
Dylan Thomas,3000.0,WR,COLO,WISC,1.3666666348775227,1.0666666825612385,1.0666666825612385,4.099999904632568,3.200000047683716,3.200000047683716,,0,,,
Braylon Sanders,5000.0,WR,MISS,AUB,1.3600000381469726,1.1199999809265138,1.1199999809265138,6.800000190734863,5.599999904632568,5.599999904632568,,0,,,
Salvon Ahmed,5900.0,RB,WASH,COL,1.3559322033898304,1.2881355770563674,1.2881355770563674,8.0,7.599999904632568,7.599999904632568,,0.4,,,
Jaelan Austin,3200.0,WR,TCU,OU,1.3437500596046448,1.09375,1.09375,4.300000190734863,3.5,3.5,,0,,,
Sam Mays,3200.0,WR,ILL,WISC,1.3437500596046448,1.0625000298023224,1.0625000298023224,4.300000190734863,3.4000000953674316,3.4000000953674316,,0,,,
Jerome Ford,3000.0,RB,BAMA,TENN,1.3333333333333333,1.2333333492279053,1.2333333492279053,4.0,3.700000047683716,3.700000047683716,,0.18,,,
Deron Thompson,3000.0,RB,KANSAS,TTU,1.3333333333333333,1.1999999682108562,1.1999999682108562,4.0,3.5999999046325684,3.5999999046325684,,0.12,,,
Brandon Polk,3600.0,WR,PSU,IU,1.3055555025736492,1.1111111111111112,1.1111111111111112,4.699999809265137,4.0,4.0,,0,,,
Thayer Thomas,3600.0,WR,NCST,CLEM,1.2777777512868245,0.91666665342119,0.91666665342119,4.599999904632568,3.299999952316284,3.299999952316284,,0,,,
Jauan Jennings,3700.0,WR,TENN,BAMA,1.2702702187203072,1.0000000128874906,1.0000000128874906,4.699999809265137,3.700000047683716,3.700000047683716,,0,,,
Tee Higgins,6000.0,WR,CLEM,NCST,1.2666666507720947,1.0833333333333333,1.0833333333333333,7.599999904632568,6.5,6.5,,0,,,
Dalton Rigdon,3000.0,WR,TXTECH,KU,1.2666666507720947,1.0333333015441895,1.0333333015441895,3.799999952316284,3.0999999046325684,3.0999999046325684,,0,,,
Chico McClatcher,3000.0,WR,WASH,COL,1.2666666507720947,1.0,1.0,3.799999952316284,3.0,3.0,,0.02,,,
